Texto,Sentimento
energias recarregas; agora é só correr e realizar os sonhos!!! bora ser ! em… ,feliz
boa tarde; almanakianos! ,feliz
mais um sonho realizado!! gratidão por esse dia maravilhoso! obgda em vale da garça,feliz
o sorriso abre portas; aonde a tristeza já mais pode alcançar. um bom término de tarde a vc. em são paulo; brazil ,feliz
oxe! rumbora! priorize sua felicidade. .......... ,feliz
eu e minha amiga que eu amooooo ; rosana.souzafisio após mais um trabalho!! obrigado; minha linda!!! ............ ,feliz
a que delicia ter vcs meninas minhas bailarinas. lindas talentosas em studium carla petroni,feliz
ser e viver em total,feliz
para mais inspirações... as melhores músicas!!!,feliz
5 meses de muito amor serei mamae mas uma vez de um menino. — se sentindo muito ,feliz
não espere pelos outros! vai; pega a tua estrada e faz acontecer. ,feliz
corra atrás de qm te faz .boa noite.,feliz
incrível to cheio de problemas hino da união soviética; some tudo me sinto tranquilo e pleno ,feliz
desse dia maraaa,feliz
valorizei 4.7 cartoletas,feliz
pareço um pouco louco mais não só sou do meu jeito; ,feliz
quero ser também; navegar nas águas do teu mar... ,feliz
bom dia! que deus nos abençoe sempre!,feliz
nosso camarote particular!^^,feliz
bom dia com alegria,feliz
passei um ótimo fim de tarde em laranjeiras... em laranjeiras,feliz
hoje é dia de gravar musicas novas.,feliz
sábado,feliz
dia da criança meu bebezinho!!! te amo!!!! em são…,feliz
o vinho na vitória é merecido e na derrota necessário é terça; mas merece!! em park boll ,feliz
não deu p/ fazer um post do dia de hoje;mas fiz um de dicas de livros na promoção do dia do orgulho nerd e só tem livro incrível! dia do orgulho nerd! post: ,feliz
que neste são joão você possa pular todos os seus problemas; tomar uma dose extra de esperança.nós da pererê desejamos um são joão! ,feliz
honda express o serviço que leva seus sonhos até você!,feliz
tbt de hoje; búzios em 2015... lugar maravilhoso! saudades....... ,feliz
eu e a tiramos 2 no trabalho,feliz
es hora de ser,feliz
sorrindo e seguindo com deuso melhor é o que te deixa bronzeada.,feliz
verão 2018 - novas roupas chegando. venha conferir ------------------------------------------------------------------------------------,feliz
se amar é libertador***********,feliz
como criança me gira no ar,feliz
 ia a todas as crianças do mundo!,feliz
boa noite/ amanhã mesmo que o hoje te dê um não; lembre-se que há um amanhã melhor...(carlos drummond de andrade) ,feliz
entrego; aceito; confio e agradeço! ,feliz
bom dia alegria!,feliz
não está sendo no 0 x 2,feliz
pina colada ... uma torta muito maravilhosa igcariacica,feliz
em um coração onde mora a gratidão; também habitará a felicidade! ,feliz
obrigado; filho; por ter vindo me dar ainda mais razões para viver e ser !. ,feliz
... e que se foda o personagem que quer me ver in... em são paulo; brazil ,feliz
que lugar mais lindo; estoy enamorada ,feliz
não sei como; mas consegui ganhar ,feliz
seguindo o pedido do mozynada de estresse;sem discutir e só vibrar amor e paz.... ,feliz
carrego artes próprias por todo meu corpo; mas a minha maior obra é o meu sorriso. ,feliz
meu par! sempre!!,feliz
não se esqueçam de fazer o bem e de repartir com os outros o que vocês têm; pois de tais sacrifícios deus se agrada.hebreus 13:16 de ,feliz
esse sorriso encanta todos,feliz
a nação cujo deus é o senhor,feliz
... de onde vem a calma; daquele cara... ,feliz
vamos começar mais um dia de trabalho; a felicidade estopada no rosto ,feliz
irmandade que a vida me deu chrristiano_ tiago_gallo em rio vermelho; ssa ,feliz
quando eu te abraço; meus braços conseguem segurar o mundo. pois meu mundo é você. ,feliz
agrada-te do senhor; conheça esse deus maravilhoso e; então; pare de reclamar da vida; sendo buscando a deus; a razão de tudo. ,feliz
você não sabe o quanto eu caminhei pra chegar até em nova lima; brazil ,feliz
gratidão!,feliz
o brasileiro olha pro limites e fala kkkk limites ,feliz
bonito e elegante desde criança. .,feliz
acordar com esta bela vista é apenas um sonho! waking up to this beautiful view is just a dream! ,feliz
eu vejo com legenda em ingles mesmo no todo domingo de manha ja tem la pra vc passa seu domingo,feliz
seja do jeito que você é; não mude sua rotina pelo o que os outros exigem de você;… ,feliz
deus sei que nenhum dos teus planos pode ser frustrado em minha vida,feliz
wow sim; somos três mil.obrigado!♡ ,feliz
voltei com o twitter,feliz
até meu cachorrinho fica todo porq gleici está em paz kkkkkkk,feliz
praiando no melhor lugar do mundo; o nosso paraiso!festaaaaaaaa em garatucaia beach ,feliz
que o seu dia seja leve; que a tristeza seja breve; e que seu dia seja ! fiquem com deus! ,feliz
reclame agradeça a vida é um sopro! em bahia,feliz
siga seu coração mogi das cruzes,feliz
fundamental para ser !!,feliz
bom dia alegria!,feliz
pra uma vida ,feliz
muitos são chamados; mas poucos são escolhidos ,feliz
sem mi mi mi //,feliz
eita coisa boa! eita momento bom!,feliz
te amoooooooooooooo,feliz
a minha grande de felicidade é fazer os outros sorrirem!!,feliz
natal!desejo que todos se divirtam muito! nesse final de ano vamos comemorar; nos divertir com amigos; com a família; fazer muita bagunça e lutar com garra pelos nossos sonhos e reforçar esse desejo em 2019! bjs!,feliz
colecionadora de corações puros.,feliz
celebrando,feliz
pule de cabeça nessa aventura! jump in this adventure!,feliz
não tenha minhocas na cabeça.tenha pássaros e vá voar...seja sem limitações! .,feliz
domingo é dia de ser ; se preparar para uma semana iluminada e cheia de bons momentos. ,feliz
...—que foi; foi; foifoi bom e pra sempre serámais; mais; mais maravilhosamente amar (gonzaguinha)— em aracaju; brazil ,feliz
colo de amor,feliz
quem tem prazo de validade para fazer algo geralmente apodrece!!,feliz
frase para fluir,feliz
mulheres lindas da minha vida; amo muito e mama; obrigada por estarem aqui em jaboticabal ,feliz
calma; está no coração. ,feliz
irmãs que adoro. em quedas do iguaçu,feliz
14 dicas simples para aumentar sua felicidade: de comer a dormir,feliz
e o meu fim de tarde ta assim,feliz
. vamos que na está difícil . no eu sou em mm videokê,feliz
meu corpo é meu diário e minhas tatuagens são minhas histórias. johnny depp,feliz
natal;e um ano novo cheio de saúde e paz ,feliz
um dia sem sorrir é um dia desperdiçadoentão faça o que te faz e sorria e maiconvitor schettinivictor lima barbeiromister porto,feliz
dia das mães para todas as mamães,feliz
bora pra mais um dia... um passinho de cada vez nos faz chegar longe,feliz
into the wood! em cachoeira dicadinha,feliz
bom dia! que tenhamos um domingo !,feliz
sabe aquele sorriso que invade o teu coração e faz morada eterna? eu tenho um só pra mim!!!!,feliz
o brasil venceu,feliz
com ela o sorriso sempre é mais fácil; não sei explicar esse amor gigante!!!! em… ,feliz
foto lindada georgia besen fotografia show com elas lá no vista! logo mais tem videozinho e fotenhas!............... vista ibirapuera — at vista ibirapuera,feliz
e hoje foi dia de reencontrar parte desta turma ! obrigada osvaldo coelho e andréia cheruti e todo corpo docente da faculdade ung - guarulhos,feliz
su sonrisa inspira cada acorde de mi armonía. .. . seu sorriso inspira cada acorde da minha harmonía. .. .,feliz
o sentimento não para... comemoremos... em waikiki vargem grande,feliz
bom dia isso sim é amar,feliz
aquele momento que alguém pede ajuda no sinal e vc tem como ajudar. é algo que me deixa o dia inteiro com sorriso bobo,feliz
próxima parada :3,feliz
que lindo es ver a mi,feliz
brincando com sophia!!!,feliz
meu amor fez surpresa pra mim como não amar essa mulher tão especial em minha vida obrigado nega por tudo,feliz
é no palco que me sinto no palco que esqueço meus…,feliz
o importante nessa vida é ser e nós somos!,feliz
ganhei 1 ovo de páscoa,feliz
o mar que me acalma e me faz bem. em ponta negra; rio grande do norte; brazil ,feliz
¡¡ domingo!!,feliz
viva simples; sonhe grande; seja grato; dê amor; ria muito! em salvador; bahia; brazil ,feliz
o mundo é seu! explore e se jogue nessa aventura! the world is yours! explore and venture out! ,feliz
minha autoestima tá num nível top hoje,feliz
que linda se ve cali camino al cerro,feliz
um bom dia cheio de bênçãos em…,feliz
natal para todos os meus amigos de portugal e do brasil,feliz
um domingo abençoado jaboticabal,feliz
que a nossa páscoa seja abençoada,feliz
saber espera é uma virtude!aceitar; sem questionar; que cada coisa tem seu tempo certo pra acontecer... é ter fé!!! ,feliz
identifica alguém assim? marca nos comentários!,feliz
quem é nunca perde a tá sentindo falta... falando pro com de como era sua vida de com sorrisinho amarelo; tentando convencer a sí mesmo que está mais como plebeu... ,feliz
aprendi com o tempo;que beleza é o que você tem por dentro.nada melhor do que ser com a vida. . em esteio ,feliz
escute a natureza da sua alma; ela sussurra para você. ,feliz
marcelinhokako em café do vadinho,feliz
reencontro e despedida. que nossa amizade permaneça a pesar de tudo.que venham muitos reencontros.,feliz
hoje o café da tarde foi com essa buchudinha que eu amo e esses alunos carinhosos e dedicados mamãe do benjamin que já é muito amado e esperado!!! guarujá; brazil,feliz
estudo revela que ir a shows deixa as pessoas mais plenas e es,feliz
momento mágico,feliz
sedução cara a cara,feliz
sorria sempre,feliz
toma-lhe pandeirada! sambanaminhacasa grupofundodequintal claudiocoelhol,feliz
esperamos muito por esse encontro!!,feliz
é dizer sim ao amor e a vida; é investir na fraternidade; é lutar por um mundo melhor; é vivenciar a solidariedade. páscoa ,feliz
é só regar com o coração; que o amor desabrocha...- mychele m. velloso bom dia ,feliz
sampaoli (é assim??) não conseguiu fazer messi jogar; não conseguiu fazer a seleção da colômbia jogar; na boa...,medo
eu não to acreditando q esse homem vai ser presidente! quatro anos de caos!,medo
cruzes!,medo
eis que o teacher passa um trabalho e descubro q poder é muito importante pra mim!,medo
renato pistolou com o gustavo,medo
passou um menino mt parecido com o pietro da mariana aqui,medo
gente a minha voz aparece nesse vídeo,medo
iago me mandou uma foto que eu fiquei até traumatizada; ,medo
novo prédio no baixo pinheiros. e eu me pergunto; por que desse jeito? ,medo
me colocaram no gp da sala no wpp; a grande questão é; como conseguiram meu número se eu nem falo com ngm. ,medo
pqp; entornei um saco de arroz no chão; ksksksksksks; limpei rápido pra minha mãe não ver; ,medo
será se nós começa a amar assim do nada; ou é só ilusão e isso não existe? ,medo
‘a noite devorou o mundo’ é um silencioso sobre solidão e e; como tudo isso; provoca uma convulsão psicológica em sam; um músico que após uma acorda sozinho e descobre que foi tomada por ,medo
vendo umas agendas antigas... eu fui uma adolescente muito estranha.,medo
tô com o cartão da minha câmera aqui de 2012,medo
morrendo de  de ir pro dentista!,medo
ouvi alguém bater na porta do laboratório; quando olhei não tinha ninguém ,medo
lembrei dessas coisa hj,medo
a tava muito amorosa hoje pro meu gosto; ,medo
aulas voltaram quinta e a cada aula só surra do que o semestre nos espera,medo
quando eu tenho planos para mim em determinados dias; sei que a vida tem planos pra mim :/,medo
você sabe que a coisa está feia quando as americanas de um dos shoppings mais famosos de são paulo fecha em plena época de natal!,medo
é mais real que os desemcapetamentos que vejo na tv,medo
agora imaginem o bolso ganhar e ser cassado depois...,medo
vou sair do anonimo na hora certa; estou mais perto do que tu espera rs. — euem kkkk ,medo
eu troquei a ração do meu gato e acho que ele não gostou;ficou me olhando com os olhos semi cerrados. ,medo
ou então debate ela com argumentos reais; com sabedoria; parecem fantoches que sofreram lavagem cerebral! credo! ,medo
os caras o perseguidores ainda por cima!,medo
toda vez que o isaque me vê ele pergunta e ai; muito obs? ,medo
muita gente pro meu gosto veio perguntar de meninos diferentes,medo
acho q estão fazendo protesto agora aqui na minha rua percebo uma movimentação estranha.,medo
xxx:então o que vc faz de noite ? eu:assisto discovery kids xxx: que  que garota isso é normal,medo
o ano está voando... estou perdidinha...rs.,medo
priscila não para mais de escrever; ,medo
treinamento dos cat's para dominação global.,medo
meus dois amigos que chamam maykom me manda msg agora do nada no mesmo minuto que coisa estranha....,medo
meu irmão mandou foto pras minhas amigas e eu só consigo pensar,medo
vou cortar meu cabelo hoje...,medo
tem gente que fala muita merda aqui né..,medo
gente rafaela vendo meus históricos do pc,medo
mandei um link pra minha mãe sobre o assunto que ela mais odeia,medo
mais um pouco sobre em 09 de fevereiro; mais um curso para controle da ansiedade; com dicas e práticas. ,medo
tem gente que mente tanto que se perde nas próprias mentiras,medo
será q sou poc,medo
chegou uma mensagem de voz da marciele no whats; ,medo
gente o jogo esta virando real,medo
gente do nada cai um dilúvio; q isso?? ☈,medo
o anon do ccat chegou pedindo ajuda e sumiu,medo
to vivendo a top da ilusão,medo
gente; como fica esses famosos que foram no beach park fazer propaganda de um brinquedo; e o brinquedo ser um assassino! ,medo
sozinha em casa + chuva dessa=,medo
mano; parece que as mesmas histórias se repetem na minha vida; mudam os lugares e as pessoas ,medo
já turistei em cavernas; mas não consegui ficar muito tempo não. começa a dar um pânico e eu fico mais próximo da entrada mesmo. todo o grupo entra e eu fico esperando o mais próximo da saída possível ,medo
eis que tu vê um meme de take on me e abre o spotify e era a música em execução,medo
um número mto aleatório me ligou,medo
ehhh...se o fhc n apoia o bolsonaro...oq será q vem nos próximos 4 anos.,medo
é amanhã!!!!!!!!!,medo
jesus do ceu que raio foi esse,medo
síria sob ataque americano! imagina o que o trump brasileiro faria se estivesse na presidência!,medo
eis que você chega em casa; e então está sozinha com seu cachorro.o cachorro começa a latir desesperadamente depois de cair no corredor após uma corrida em frenesi.você pega uma vassoura e sai gritando pela casa tem alguém ai?,medo
de quem tá comemorando a prisão do lula,medo
até o papa tá sofrendo bullying pq indiretamente nao apoia o bolsonaro. ninguem é poupado da ira! muito !,medo
acho que tenho o nome do próximo filme de terror: pessoas no trem!só o nome já dá . deveriam filmar algo dentro do trem sem as pessoas saberem. o clima aqui é muito tenso. e da  de verdade! patrocina esse filme.,medo
deus termina aqui. a freira,medo
só esperando a hora em que petyr baelish se vira contra edduard stark numa traição sem precedentes.agora leia trocando baelish por exercício e stark por temer.,medo
e o uber que eu peguei agora que não vou o uber do perfil?,medo
só queria beber até não lembrar meu nome; ótimo jeito de ficar bem... credo; tô parecendo minha vó q era alcoólatra.,medo
manu e a lari querem conversar cmg pessoalmente quarta,medo
yohanna e seus pedidos nada convencionais. o brinquedo da vez é uma abóbora toda decorada de,medo
“está sendo buscada uma segurança perfeita que nunca será alcançada. pensar que; em contextos de violência; tudo isto é a grande solução é como comprar mais aparelhos de ar condicionado para resolver os problemas representados pela mudança climática” ,medo
o pior  é o  de não vencer na vida!,medo
aquele filmezinho de terror pra começar bem o dia,medo
vish; e eu sempre durmo... espero que não me sequestrem!!,medo
gnt tentaram matar bolsonaro real,medo
rebelião em jundiaí ontem; rebelião em araguaína hoje. é algo programado? ,medo
os piores s em quadrinhos assustadores,medo
resolveu atualizar logo depois de uma queda de luz; e no meio de um temporal ,medo
deus afasta de mim toda gravidez ai credo,medo
alex vai conhecer meu pai domingo,medo
tem uma criança sentada do meu lado no bus; com aquele olhar julgador e observando tudo q eu faço ,medo
ela é daquelas que da bronca! uiii,medo
tu tá digitando faz meia hora — nem foi tanto; medroso ,medo
quem nunca deito numa rede com mais uma pessoa não sabe o que é ter  da morte; ,medo
tenho pra mim que um dos pontos do meu peito abriu. não consigo ter certeza; mas estou um tico apavorada. é um ponto bemm pequeno; mas ,medo
meu pai disse que eu estava falando enquanto dormia..,medo
gente tava falando com o boy e ele disse que o amigo dele me conhecia,medo
esse filme da é sinistro,medo
eu tinha  do barão me jogar dentro desse calabouço escuro.,medo
ouço daqui de casa,medo
susan miller disse que eu iria receber um bom dinheiro no trabalho no dia 20 de dezembro. a segunda parcela do meu décimo entrou nesse dia.,medo
no trem alguém está ouvindo em loop um áudio do bonner lendo o tuíte do general,medo
assistir esse filme agr gnt,medo
é tão assustador o google saber coisas da gnt. . acabei de abrir aqui e veio previsões do meu signo pra amanhã.... peraiiii eu nunca falei nada de signo nem aniversário no google...,medo
se fala mal da melhor amiga dela; quem dirá oque ela fala de mim...,medo
carmem lúcia; última na linha sucessória de acordo com a constituição; assume a presidência do brasil. se ela fosse impedida de assumir; ou estivesse ausente; não tem previsão legal de quem a sucederia. ou seja; se ocorresse um teori zavascki a cadeira seria vaga? ,medo
o meu maior é não ter controle sobre mim mesmo!!!,medo
estão aproveitando a onda de generalizada para espalhar a escuridão nas escolas,medo
eu acho que não teria coragem de andar na av. paulista com uma camiseta do bolsonaro,medo
até o pessoal do instagram invadindo o tt não bastavam os facebookers ...,medo
melhorei das ânsias de vômito; mas a dor de cabeça ainda persiste. ,medo
minha encomenda parou em curitiba,medo
com alguém que te olhe cheio de amor (tá mais para psicopata como meu cunha deboche_mode olha para mana apoenagrijo,medo
final-de-semana que vem é meu aniversário. nesse estarei fora. tive a brilhante ideia de ir ao pra já adiantar a compra de descartáveis; só que esqueci da caceta da black friday. gente; parece que as pessoas estão se preparando pra guerra; juro. ,medo
luke tá parecendo o catraca da vagabundo,medo
vocês também tem um dia no ano onde todo ano acontece alguma coisa muito marcante nessa data? faltam 2 dias pra o meu,medo
carai; eu esqueci mesmo o que ia fazer ,medo
ainda não tive coragem de abrir a galeria do meu celular depois do carnaval,medo
anthony davis não joga hoje!,medo
se eu fosse criança não bicho papão seria pinto perto do sorriso do no jornal nacional.,medo
ele já me contou que ela é super ciumenta...,medo
trio mandinga ,medo
ñ sei nem o q dizer,medo
no céu; eu quero ler os meus tweets pra saber quais merdas eu falava já que tem minha vida aqui ,medo
desses meus amigos no volante,medo
de boas na igreja; qdo uma mulher pede pra tirar uma foto cmg ,medo
essa copa está sendo terrível pras seleções tradicionais hein?,medo
terminei gostei das histórias e do desenvolvimento dos personagens. tive a impressão que a temporada não deixou tantos ganchos para o futuro,medo
eu n sei vcs; porém quando eu vejo fotos do coiso; eu sinto a maldade só no olhar dele! ,medo
a siri abriu sozinha kk,medo
vem ingresso lá fora mesmo? mas será que aqui vai ser assim?,medo
e aí; todo mundo pronto pra passar a virada de 2018 pra 1964 ? ,medo
todo mundo dando haha no meu comentário pro reenc,medo
sobre um passeio sombrio no cemitério de “a freira”,medo
fazer as coisas por  é uma coisa; fazer por amor é completamente diferente. o amor se conquista; o  se impõe. ,medo
as vezes eu me assusto com a camilly tudo o que ela fala que vai acontecer realmente acontece,medo
tenho prova amanhã,medo
passistas da beija-flor dançando samba com funk do passinho na sapucaí. uma pergunta vital: o laíla sabe disso ?,medo
como estou velha carai! hj de novo um monte de lugares para ir e festas e fervos e eu fazendo o que ? lendo ;assistindo séries e pensando em comer... — se sentindo perplexa em casa da deya ,medo
uma brother q nunca nem vi mandou um direct sonhei cntg ,medo
tenho até  do poder de fogo da minha mãe nos status do wpp. tipo ela sai postando tudo que tá na galeria.,medo
mamae ta pedindo o cel ja kmkk vou ter q pegar o da mh irma escondido,medo
quem nunca? muito cuidado com gatilhos de ansiedade.,medo
chuva de granizo está noite em,medo
o vizinho do meu boy tem pavor de cachorros. meu boy tem uma cadela. o vizinho direto fica atrás da cortina olhando pra sala do ap do meu boy; onde a cadelinha sempre fica. ,medo
se você tem  de se arriscar cuidado pois o  é especialista em roubar sonhos . o  de perder tira a vontade de vencer. ,medo
é depois que a lua adormece... que o sol acontece em espaço talismã,medo
gosto de adrenalina; todo mundo sabe; mas andar com o zé é pedir pra morrer cedo kkkkkkk ,medo
meus amigos já começaram com os memes,medo
tratamento no boteco mais próximo de você!!!,medo
esse trecho de a verdade sobre a nostalgia (novo aeon; 1975) do mestre raul me leva a pensar sobre como o pode afetar a vida das pessoas e como superá-los é básico à nossa… ,medo
o mundo todo discutindo os benefícios ou malefícios da intervenção militar no rj; e eu só consigo pensar que o não joga o grenal!,medo
aquele momento que ce conhece um amigo dum cara do tinder e descobre que ele mora no prédio que ce vive frequentando e; inclusive; já esbarrou no cara é mesmo muito pequena,medo
tentando salvar alguma coisa p/prova. (at | fundação getulio vargas in rio de janeiro; rj) ,medo
meus pais chegaram agora em casa e trouxeram pessoas com eles,medo
mais terror :),medo
estamos com esse clima enquanto cavalos correm pela rua relinchando e sem ninguém os montando.,medo
meu pai é muito igual a eu,medo
você já teve alguma experiência paranormal? conte-nos sobre! — sim com a rai; a torneira da boss abriu sozinha ,medo
tesao só de te ver andar — nossa kkkkkk; ,medo
presidente presidiário?,medo
tava stalkeando a pessoa e no mesmo momento ela curtiu um tt meu,medo
meu sobrinho ta falando sozinho na cozinha,medo
eu tenho um sonho que é a mesma coisa a tipo uns cinco anos,medo
tchê uma  famodpna da turquia que parece um político me adicionou aqui!,medo
nunca senti uma angústia tão grande quanto to sentindo agora depois dessa apuração,medo
pensando mt nesse ano e,medo
estava eu e a camila aqui sozinhas no trabalho; aí do nada a porta do banheiro bateu; mas era como se alguém tivesse entrado no banheiro e batido a porta. eu olhei e não vi ngm; pensei q foi coisa da minha cabeça; mas aí ela perguntou se alguém tinha entrado no banheiro. ,medo
e hoje ainda tem os trailers de bora ficar ligado no que a dona sony vai fazer né...!,medo
tirar foto hj sem a thalita junto,medo
a gente combina de fazer as coisas de boa em casa; mas sempre vira locurão ,medo
homem e onibus na mesma frase,medo
chuvaaa vai devagar.,medo
vem passar um cagaço com a gente. escute nosso episódio de historias de  link ,medo
eu nasci com o dom de estar falando de alguém e a pessoa brotar do meu lado,medo
pqp eu nunca me senti com tanto  na vida com relação a eleição a cada segundo uma nova bomba; alguém morre; alguém é espancado... ,medo
afff ta bom nao hein....,medo
eu tô passada! usam golpe de caratê para se defenderem de ataques “zumbis” ,medo
deu um trovão que balançou o prédio todo,medo
com esses dois? com a pulga atrás da orelha!!,medo
a última vez que uma economista professora da usp foi ministrada da economia; houve confisco e trapalhadas na economia. ,medo
a ascensão do no brasil é; de alguma maneira; o fechamento com “chave de ouro” do golpe de 2016. falava-se tanto sobre o do brasil se tornar uma venezuela com o pt. estão colocando um maduro tupiniquim no poder.,medo
bomba: o fantástico jaspion vai ter um filme com atores brasileiro no brazil;que absurdo cara o filme será distribuído pela sato company vai produzir um filme que será rodado por aqui e estrelado por atores brasileiros. ,medo
to com  do marginalzinho tentar me assaltar novamente só que com mais gente junto sei la; ele viu mt bem o meu rosto ,medo
queria te conhecer melhor; moro no seu condomínio — ,medo
eu ainda tenho que colocar remédio nas minhas verrugas; mas a pergunta é: será que dá certo dormir com isso? ,medo
que chuvão em slc,medo
quem sofre com o pânico tem a preocupação persistente de ter novos ataques.basicamente evitam qualquer situação que temem ou que os faria sentirem-se impotentes e sujeitos a novos ataques de pânico ,medo
faltou luz dentro do,medo
obra do ap novo.,medo
já estou imaginando o alan moore ficando pistola com essa notícia...,medo
um número da china não para de me ligar! será que é da prisão de lá?,medo
misericórdia eu de maquiagem,medo
mandei 3 minutos de áudio p mariana,medo
tomara que a madonna não assine a globo internacional!,medo
sonhei que meu pai tava fumando um baseado na sala; devo me preocupar? ,medo
não sei usar twitter. retweetei o faustão,medo
eu tenho umas pessoas no meu facebook que eu tento entender o que eu tinha na cabeça quando adicionei,medo
daciolo profetizando uma nova guerra.,medo
sonhei q o ash aparecia na tela do celular e dizia q ia contar a verdadeira história do tangela. dizia q enquanto dormia; apareceu um pokémon selvagem q puxou as tripas dele e q a pokédex reconheceu o pokémon como tangela. assim q ele nasceu. ,medo
já adverti o garoto como assim? ele pensa que governar um país é brincadeira? ,medo
discussao sobre serial killer agora na aula com detalhes de como conseguir matar e etc,medo
fui adicionada em uma seita e não fiquei sabendo,medo
que dessa foto! pqp! [com todo respeito!],medo
paz sem voz não é paz; é ! falcão m. ,medo
vo fala um negócio não fica brava,medo
triplicaram o limite do meu cartão..,medo
vamo aproveitar esse período de (um pouco de) ócio pra falar; talvez; o que me der na cabeça ,medo
os amigos confirmando o nevoeiro de amanha.. bday,medo
gnt a mina da rt em uns bglh mto legais e eu smp curto; será q ela acha q eu to perseguindo ela? ,medo
os dias estão passando rápido demais,medo
tem muitas pessoas me seguindo esses dias,medo
pisei num degrau e meu joelho deu uma fisgada crazy. tenho dois jogos hoje; não me tomba querido!,medo
será que o rorschach causa ?,medo
começando a pensar o que o podemos esperar de surpresas para os jogos de amanhã; pois desde sábado; podemos ver que os grandes estão caindo... ,medo
simpsons preveu portugal e mexico na copa de 2018,medo
do futuro do mundo ;  do futuro do brasil . mundialmente nunca estivemos tão próximos da terceira guerra mundial e no brasil o estado de exceção ameaça à democracia ,medo
confraternização sociedade psicanalista summus 2018. espiritualidade é importante. psicanálise; filosofia e espiritualidade fazem diferença na vida humana. ,medo
to sentindo que minha vida vai ter uma reviravolta,medo
ex namorado ressurgindo do limbo pra pedir desculpas assusta...,medo
altos raios e trovões aqui...,medo
primeira experiência com a panela de pressão.,medo
a maré anda mto positiva pra mim,medo
fui a papelaria e ao chegar fiquei tão impressionada com o colorido de opções e organizações que esqueci o que eu devia levar.,medo
parece que o pesadelo ta voltando!!!!,medo
minha nossa senhora. que tragédia. nunca vou querer um cel dessa marca e correr esse risco.,medo
de barata: catsaridafobia! tenho esse troço aí!,medo
meu pai me seguiu no instagram,medo
não sei se é bom ou ruim; mas dá um pouco de  pensar nisso... ,medo
ah que ótimo; vai atrasar a largada da !  gigantesco do ferrar com a gente de novo e cortar a final da moto gp pra começar a transmitir a f1!!! ,medo
essa eleição vai ser de cunho religioso...,medo
e pensar que sou igualzinha ou pior,medo
insta a única regra é não ter limites. estreia na próxima quinta-feira. ,medo
benjamin hoje pediu: pai coloca nego do borel..,medo
dois amigos tiveram casas assaltadas nesse final de semana no . em um dos assaltos os bandidos entraram pelo quarto da filha de 12 anos que estava dormindo.,medo
carai meus dog tão full putasso,medo
assistindo a possessão filme top que ,medo
acho q entrou um inseto no meu ouvido,medo
meu pai criou um tt,medo
manda quem pode,medo
gabriel felix no gol quarta-feira;; ,medo
veja do que somos capazes sem o . os samurais agindo sem  não morriam. devemos seguir seu exemplo; pois nossas limitações estão todas apenas na mente.,medo
tá chegando nossa hora! em igreja adventista do sétimo dia em cavaleiro,medo
para anna é viver a sombra de alguém; o desejo do outro e ocultar os seus sonhos. coragem é seguir em busca do que te faz feliz; muitas vezes como um metrô desgovernado e recheado de autoridade e uma razão definida por ela. maraisa matos,medo
tava lendo meu horóscopo e disse lá que um amor do passado pode voltar,medo
cada dia minha boca amanhece maior,medo
força de criança nascendo,medo
conceição dos ouros | comerciantes pedem socorro comerciantes de conceição dos ouros estão inseguros com a onda de arrombamentos na cidade. veja na reportagem. | tv alterosa sul de minas,medo
[16/6 17:06] •lauren•: eu e nayra estamos num plano aqui[16/6 17:09] índia má : 17:10] •lauren•:  pq[16/6 17:10] índia má : pq vcs são doidas; vai saber oq estao aprontandook,medo
q prova foi essa kkkkk,medo
como deixar michael myers mais assustador.,medo
se eu já te peguei ou alguém que você conhece; fav aquise eu tiver mais de 30 favs significa que eu preciso sossegar ,medo
por que gente idosa fica andando pela casa de madrugada ?,medo
não vi nada sobre terremoto... mas ainda não entendi pq a casa tremeu...,medo
tu descreveu o que eu tô fazendo agora; um monte de nada; que  bicho — como será que eu adivinhei hein? ,medo
vei tinha um carro suspeito aqui na minha rua; desceu dois policiais numa carreira da bexiga logo na hora que eu ia indo pra academia que viu!,medo
acho que tem alguma coisa errada com esta freira... ,medo
o motorista do ônibus tá com mais pressa de chegar logo; do que eu! mds... loucura!,medo
ainda não sei lidar com o talvez esquecimento do meu ser,medo
só eu mesmo né quero ver filme de terror quando não tem ninguém em casa,medo
acabei de tweetar sobre não saber da teoria da caixa preta daí aparece uma thread na minha timeline explicando essa porra,medo
começou a debandada,medo
assisti you e onde eu vou fico olhando pra ver se não tem ninguém me observando como o joe observava a beck,medo
assistindo ao percebi que o povo sabe menos de geografia que eu !,medo
partiu mitar na prova de anatomia kkkkkk,medo
ele esta encarando muito ela,medo
to até agora pensando em outras iguais,medo
ela é muito estranha...,medo
que chuva é essa???,medo
daqui uns dias vou pra ita te ver — quem é?,medo
eu queria só deixar acontecer mas vou ter que tomar uma decisão,medo
sem casemiro; quem vai marcar o de bruyne?! ,medo
pq tá praticamente todo mundo com fan account no nome/na bio? ,medo
impressionante como eu tô cagando pra tudo e todos,medo
e eu que nunca me liguei nisso; mandei msg prum boy hj e ele me respondeu com essa risada; nem contei quantos k; vou lá ver; ,medo
paula já ta na segunda lata e não terminou nem uma música...,medo
acordar e ter que lutar contra você mesmo é o desafio.,medo
vo arrancar esse dente ent ne,medo
o marcos não abraça mais as mulheres pra tirar foto,medo
hoje tive o sonho mais loco e real de todos os meus devaneios ...,medo
